BH1 1AA,409725,92040
BH1 1AF,409182,91527
BH1 1AH,409265,91465
BH1 1AJ,409165,92255
BH1 1BA,408678,91201
BH1 1BB,408701,91211
BH1 1BL,408643,91233
BH1 1BN,408643,91233
BH1 1BY,408751,91271
BH1 1BZ,408733,91283
BH1 1DA,408733,91311
BH1 1DD,408690,91326
BH1 1DF,408780,91314
BH1 1DJ,408787,91316
BH1 1DL,408763,91334
BH1 1DP,408799,91327
BH1 1DR,408676,91184
BH1 1DS,408735,91210
BH1 1DT,408783,91268
BH1 1DU,408637,91195
BH1 1DW,408798,91348
BH1 1DX,408643,91192
BH1 1DY,408661,91190
BH1 1ED,408754,91233
BH1 1EG,408772,91261
BH1 1EH,408780,91279
BH1 1EN,408853,91366
BH1 1EP,408912,91398
BH1 1ER,409725,92040
BH1 1EW,408822,91334
BH1 1EY,408901,91391
BH1 1EZ,408851,91363
BH1 1HF,408950,91439
BH1 1HL,408928,91509
BH1 1HP,408894,91522
BH1 1HS,408846,91506
BH1 1HT,408917,91807
BH1 1HU,408856,91692
BH1 1HX,408990,91835
BH1 1HY,409120,91684
BH1 1HZ,409058,91898
BH1 1JA,409108,91747
BH1 1JB,408947,91934
BH1 1JD,408793,91518
BH1 1JE,408762,91396
BH1 1JH,409352,91507
BH1 1JJ,409239,91458
BH1 1JL,409320,91483
BH1 1JN,409204,91485
BH1 1JP,409260,91512
BH1 1JR,409251,91430
BH1 1JU,409253,91419
BH1 1JW,409165,91407
BH1 1JZ,409419,91424
BH1 1LA,409390,91493
BH1 1LE,409395,91553
BH1 1LG,408744,91158
BH1 1LJ,408805,91216
BH1 1LL,408832,91284
BH1 1LN,408820,91262
BH1 1LR,408891,91347
BH1 1LU,408950,91375
BH1 1LY,408940,91490
BH1 1NA,408965,91390
BH1 1NE,408919,91350
BH1 1NF,408977,91399
BH1 1NL,409044,91413
BH1 1NU,409123,91385
BH1 1PA,409395,91553
BH1 1PD,409213,91379
BH1 1PE,409295,91399
BH1 1PF,409375,91405
BH1 1PH,409446,91380
BH1 1PJ,409349,91384
BH1 1PW,409211,91323
BH1 1QA,409290,91743
BH1 1QB,408910,91959
BH1 1QG,409204,91534
BH1 1QJ,409310,91547
BH1 1QL,409368,91637
BH1 1QQ,409420,91620
BH1 1QR,409398,91852
